car_name,year,price,assemble_place,series,km,engine_type,transmission,url
Ford Focus 1.8 AT,2011,238 Triệu,Lắp ráp trong nước,Hatchback,"160,000 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-ford-focus-1.8-at-2011-5622780
Toyota Prado TXL 2.7L,2017,1 Tỷ 495 Triệu,Nhập khẩu,SUV,"120,000 Km",Xăng  2.7 L,Số tự động,https://bonbanh.com/xe-toyota-prado-txl-2.7l-2017-5572095
Nissan Navara,Pro,"4X 2.3 AT 4WD 
						2022",Nhập khẩu,Bán tải / Pickup,"30,000 Km",Dầu  2.3 L,Số tự động,https://bonbanh.com/xe-nissan-navara-pro-4x-2.3-at-4wd-2022-5638014
Kia K5,GT,"Line 2.5 AT 
						2022",Lắp ráp trong nước,Sedan,"21,000 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-kia-k5-gt-line-2.5-at-2022-5628696
Mazda CX5 2.5 Signature Premium 2WD,2020,739 Triệu,Lắp ráp trong nước,SUV,"40,000 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.5-signature-premium-2wd-2020-5621172
Kia Rondo GATH,2018,495 Triệu,Lắp ráp trong nước,SUV,"90,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-kia-rondo-gath-2018-5593723
Peugeot 3008 AL,2022,745 Triệu,Lắp ráp trong nước,Crossover,"32,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-peugeot-3008-al-2022-5613272
Hyundai Getz 1.4 AT,2009,190 Triệu,Nhập khẩu,Hatchback,0 Km,Xăng  1.4 L,Số tự động,https://bonbanh.com/xe-hyundai-getz-1.4-at-2009-5616575
Lexus RX 350 Premium,2023,3 Tỷ 630 Triệu,Nhập khẩu,SUV,"17,000 Km",Xăng  2.4 L,Số tự động,https://bonbanh.com/xe-lexus-rx-350-premium-2023-5639328
Mitsubishi Xpander 1.5 AT,2021,545 Triệu,Nhập khẩu,SUV,"45,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2021-5616665
Toyota Fortuner 2.4G 4x2 AT Legender,2020,999 Triệu,Lắp ráp trong nước,SUV,"55,000 Km",Dầu  2.4 L,Số tự động,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-at-legender-2020-5438037
Toyota Vios G 1.5 CVT,2022,509 Triệu,Lắp ráp trong nước,Sedan,"40,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2022-5597823
Kia Forte SX 1.6 AT,2013,308 Triệu,Lắp ráp trong nước,Sedan,"120,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-kia-forte-sx-1.6-at-2013-5626055
Toyota Hilux 2.4L 4x2 AT,2021,645 Triệu,Nhập khẩu,Bán tải / Pickup,"90,000 Km",Dầu  2.4 L,Số tự động,https://bonbanh.com/xe-toyota-hilux-2.4l-4x2-at-2021-5602026
Mercedes Benz E class E300 AMG,2020,1 Tỷ 920 Triệu,Lắp ráp trong nước,Sedan,"11,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2020-4443783
Toyota Prado VX 2.7L,2019,1 Tỷ 998 Triệu,Nhập khẩu,SUV,"60,000 Km",Xăng  2.7 L,Số tự động,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2019-5062127
Hyundai Kona 2.0 ATH,2018,489 Triệu,Lắp ráp trong nước,Crossover,"56,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-hyundai-kona-2.0-ath-2018-5592128
Mercedes Benz E class E180,2021,1 Tỷ 350 Triệu,Lắp ráp trong nước,Sedan,"27,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e180-2021-5315310
Toyota Innova V 2.0 AT,2020,699 Triệu,Lắp ráp trong nước,Crossover,"66,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-toyota-innova-v-2.0-at-2020-5631510
Lexus RX 300,2018,2 Tỷ 50 Triệu,Nhập khẩu,SUV,"60,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-lexus-rx-300-2018-5126276
Toyota Innova V,2011,350 Triệu,Lắp ráp trong nước,Crossover,"55,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-toyota-innova-v-2011-5537126
Toyota Land Cruiser VX 4.6 V8,2016,3 Tỷ 290 Triệu,Nhập khẩu,SUV,12 Km,Xăng  4.6 L,Số tự động,https://bonbanh.com/xe-toyota-land_cruiser-vx-4.6-v8-2016-5633910
Lexus LX 570,2008,1 Tỷ 280 Triệu,Nhập khẩu,SUV,15 Km,Xăng  5.7 L,Số tự động,https://bonbanh.com/xe-lexus-lx-570-2008-5475383
Toyota Vios 1.5G,2018,400 Triệu,Lắp ráp trong nước,Sedan,"100,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-vios-1.5g-2018-5572706
Lexus LX 570,2018,6 Tỷ 480 Triệu,Nhập khẩu,SUV,"22,000 Km",Xăng  5.7 L,Số tự động,https://bonbanh.com/xe-lexus-lx-570-2018-5250996
Toyota Prado VX 2.7L,2021,2 Tỷ 290 Triệu,Nhập khẩu,SUV,"60,000 Km",Xăng  2.7 L,Số tự động,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2021-5191328
Lexus GX 460,2014,1 Tỷ 920 Triệu,Nhập khẩu,SUV,"145,000 Km",Xăng  4.6 L,Số tự động,https://bonbanh.com/xe-lexus-gx-460-2014-5598307
Mazda CX5 Luxury 2.0 AT,2022,785 Triệu,Lắp ráp trong nước,SUV,"13,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-luxury-2.0-at-2022-5625665
Bentley Continental GTC,2007,1 Tỷ 250 Triệu,Nhập khẩu,Convertible/Cabriolet,"12,000 Km",Xăng  6.0 L,Số tự động,https://bonbanh.com/xe-bentley-continental-gtc-2007-5486948
Kia K3 Luxury 1.6 AT,2022,575 Triệu,Lắp ráp trong nước,Sedan,"23,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-kia-k3-luxury-1.6-at-2022-5636469
Mazda 3 1.5L Luxury,2022,605 Triệu,Lắp ráp trong nước,Sedan,"29,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2022-5614480
Mitsubishi Outlander 2.0 CVT,2017,579 Triệu,Nhập khẩu,SUV,"77,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mitsubishi-outlander-2.0-cvt-2017-5599468
Toyota Land Cruiser 5.7 V8,2013,2 Tỷ 790 Triệu,Nhập khẩu,SUV,"144,000 Km",Xăng  5.7 L,Số tự động,https://bonbanh.com/xe-toyota-land_cruiser-5.7-v8-2013-5596268
Ford Ranger Wildtrak 3.2L 4x4 AT,2016,545 Triệu,Nhập khẩu,Bán tải / Pickup,"89,000 Km",Dầu  3.2 L,Số tự động,https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2016-5629875
Toyota Fortuner 2.4G 4x2 MT,2020,845 Triệu,Lắp ráp trong nước,SUV,"120,000 Km",Dầu  2.4 L,Số tay,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2020-5618482
Lexus LX 570 Super Sport,2017,4 Tỷ 950 Triệu,Nhập khẩu,SUV,"50,000 Km",Xăng  5.7 L,Số tự động,https://bonbanh.com/xe-lexus-lx-570-super-sport-2017-5600649
Toyota Corolla altis 1.8G AT,2018,559 Triệu,Lắp ráp trong nước,Sedan,"56,600 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-at-2018-5630903
Mitsubishi Xpander 1.5 AT,2021,530 Triệu,Nhập khẩu,SUV,"48,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2021-5613964
Toyota Camry 2.0E,2018,650 Triệu,Lắp ráp trong nước,Sedan,"87,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-toyota-camry-2.0e-2018-5588752
Toyota Prado VX 2.7L,2021,2 Tỷ 490 Triệu,Nhập khẩu,SUV,"10,000 Km",Xăng  2.7 L,Số tự động,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2021-4756099
Kia Forte SX 1.6 MT,2012,230 Triệu,Lắp ráp trong nước,Sedan,131 Km,Xăng  1.6 L,Số tay,https://bonbanh.com/xe-kia-forte-sx-1.6-mt-2012-5439235
Mercedes Benz E class E300,2012,715 Triệu,Lắp ráp trong nước,Sedan,"57,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e300-2012-5623846
Mazda 3 1.5L Deluxe,2022,575 Triệu,Lắp ráp trong nước,Sedan,"29,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-deluxe-2022-5572100
Hyundai Tucson 1.6 AT Turbo,2020,755 Triệu,Lắp ráp trong nước,Crossover,"51,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-hyundai-tucson-1.6-at-turbo-2020-5623349
Toyota Prado TXL 2.7L,2016,1 Tỷ 365 Triệu,Nhập khẩu,SUV,12 Km,Xăng  2.7 L,Số tự động,https://bonbanh.com/xe-toyota-prado-txl-2.7l-2016-5630932
Mazda CX8 Premium AWD,2021,935 Triệu,Lắp ráp trong nước,SUV,"19,000 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-mazda-cx8-premium-awd-2021-5605622
Mazda CX5 Premium 2.0 AT,2021,772 Triệu,Lắp ráp trong nước,SUV,"30,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2021-5586522
Toyota Hilux 2.8L 4x4 AT,2021,875 Triệu,Nhập khẩu,Bán tải / Pickup,"60,000 Km",Dầu  2.8 L,Số tự động,https://bonbanh.com/xe-toyota-hilux-2.8l-4x4-at-2021-5591189
Lexus RX 300,2019,2 Tỷ 180 Triệu,Nhập khẩu,SUV,"50,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-lexus-rx-300-2019-5084416
Ford Everest Trend 2.0L 4x2 AT,2018,780 Triệu,Nhập khẩu,SUV,"90,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-everest-trend-2.0l-4x2-at-2018-5639323
Ford Everest Titanium Plus 2.0L 4x4 AT,2022,1 Tỷ 389 Triệu,Nhập khẩu,SUV,"21,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-everest-titanium-plus-2.0l-4x4-at-2022-5621537
Ford Everest Titanium 2.0L 4x2 AT,2022,1 Tỷ 229 Triệu,Nhập khẩu,SUV,"11,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2022-5629203
Toyota Vios 1.5G,2019,435 Triệu,Lắp ráp trong nước,Sedan,"72,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-vios-1.5g-2019-5606213
Toyota Vios E CVT,2021,452 Triệu,Lắp ráp trong nước,Sedan,"45,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-vios-e-cvt-2021-5589102
Ford Everest Titanium Plus 2.0L 4x4 AT,2022,1 Tỷ 389 Triệu,Nhập khẩu,SUV,"20,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-everest-titanium-plus-2.0l-4x4-at-2022-5623101
Honda City 1.5TOP,2018,426 Triệu,Lắp ráp trong nước,Sedan,"85,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-honda-city-1.5top-2018-5587662
Ford Everest Titanium 2.0L 4x2 AT,2022,1 Tỷ 220 Triệu,Nhập khẩu,SUV,"36,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2022-5629157
Toyota Innova 2.0E,2017,446 Triệu,Lắp ráp trong nước,Crossover,"90,000 Km",Xăng  2.0 L,Số tay,https://bonbanh.com/xe-toyota-innova-2.0e-2017-5578512
Mercedes Benz GLC 300 4Matic,2020,1 Tỷ 699 Triệu,Lắp ráp trong nước,SUV,"52,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2020-5617707
Toyota Land Cruiser VX 4.6 V8,2015,2 Tỷ 860 Triệu,Nhập khẩu,SUV,"86,566 Km",Xăng  4.6 L,Số tự động,https://bonbanh.com/xe-toyota-land_cruiser-vx-4.6-v8-2015-5633033
Mitsubishi Triton 4x2 AT,2022,579 Triệu,Nhập khẩu,Bán tải / Pickup,"40,000 Km",Dầu  2.4 L,Số tự động,https://bonbanh.com/xe-mitsubishi-triton-4x2-at-2022-5406495
Mercedes Benz GLC 200 4Matic,2021,1 Tỷ 599 Triệu,Lắp ráp trong nước,SUV,0 Km,Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2021-5518693
Toyota Fortuner 2.7V 4x2 AT,2017,728 Triệu,Nhập khẩu,SUV,"39,000 Km",Xăng  2.7 L,Số tự động,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2017-5592846
Mitsubishi Triton 4x2 AT Mivec,2020,525 Triệu,Nhập khẩu,Bán tải / Pickup,"60,000 Km",Dầu  2.4 L,Số tự động,https://bonbanh.com/xe-mitsubishi-triton-4x2-at-mivec-2020-5631245
Kia Cerato 2.0 AT Premium,2020,525 Triệu,Lắp ráp trong nước,Sedan,"70,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-kia-cerato-2.0-at-premium-2020-5629978
Mazda CX5 2.0 Luxury,2019,652 Triệu,Lắp ráp trong nước,SUV,"55,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.0-luxury-2019-5628689
Toyota Fortuner 2.7V 4x2 AT,2019,788 Triệu,Nhập khẩu,SUV,"67,000 Km",Xăng  2.7 L,Số tự động,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2019-5557791
Suzuki XL7 1.5 AT,2021,513 Triệu,Nhập khẩu,SUV,"50,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-suzuki-xl7-1.5-at-2021-5612460
Hyundai Tucson 2.0 AT Đặc biệt,2021,775 Triệu,Lắp ráp trong nước,Crossover,"26,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-hyundai-tucson-2.0-at-dac-biet-2021-5631260
Honda Accord 1.5 AT,2021,968 Triệu,Nhập khẩu,Sedan,"20,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-honda-accord-1.5-at-2021-5620822
Ford Everest Titanium 2.0L 4x2 AT,2023,1 Tỷ 270 Triệu,Nhập khẩu,SUV,"12,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2023-5639318
Toyota Camry 2.5Q,2020,948 Triệu,Nhập khẩu,Sedan,"40,000 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-toyota-camry-2.5q-2020-5487640
Ford Everest Titanium Plus 2.0L 4x4 AT,2022,1 Tỷ 379 Triệu,Nhập khẩu,SUV,"30,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-everest-titanium-plus-2.0l-4x4-at-2022-5538297
Ford Ranger XLS 2.2L 4x2 AT,2017,468 Triệu,Nhập khẩu,Bán tải / Pickup,"68,000 Km",Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2017-5520367
Hyundai SantaFe Cao cấp 2.5L HTRAC,2024,1 Tỷ 195 Triệu,Lắp ráp trong nước,SUV,"2,100 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.5l-htrac-2024-5629667
Ford EcoSport Titanium 1.5L AT,2016,355 Triệu,Lắp ráp trong nước,SUV,0 Km,Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2016-5631802
VinFast Lux SA 2.0 2.0 AT,2019,655 Triệu,Lắp ráp trong nước,SUV,"50,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-vinfast-lux_sa_2.0-2.0-at-2019-5489538
Maserati Quattroporte 3.0 V6,2016,2 Tỷ 99 Triệu,Nhập khẩu,Sedan,"56,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-maserati-quattroporte-3.0-v6-2016-5077434
Audi A5 2.0 T Quattro,2009,699 Triệu,Nhập khẩu,Convertible/Cabriolet,"80,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-audi-a5-2.0-t-quattro-2009-5015896
Lexus GS 350 AWD,2008,520 Triệu,Nhập khẩu,Sedan,"70,000 Km",Xăng  3.5 L,Số tự động,https://bonbanh.com/xe-lexus-gs-350-awd-2008-4917438
Lexus RX 300,2021,2 Tỷ 850 Triệu,Nhập khẩu,SUV,"29,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-lexus-rx-300-2021-5417020
Lexus LS 460L,2007,599 Triệu,Nhập khẩu,Sedan,"125,000 Km",Xăng  4.6 L,Số tự động,https://bonbanh.com/xe-lexus-ls-460l-2007-5562390
Toyota Avalon Limited Hybrid,2014,1 Tỷ 189 Triệu,Nhập khẩu,Sedan,"45,000 Km",Hybrid  2.5 L,Số tự động,https://bonbanh.com/xe-toyota-avalon-limited-hybrid-2014-5388667
Jaguar,F,"Pace 
						Prestige 
						2016",Nhập khẩu,SUV,"30,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-jaguar-f-pace-prestige-2016-4691222
VinFast Fadil 1.4 AT,2021,315 Triệu,Lắp ráp trong nước,Hatchback,"38,000 Km",Xăng  1.4 L,Số tự động,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2021-5589260
Toyota Fortuner 2.5G,2014,555 Triệu,Lắp ráp trong nước,SUV,"127,368 Km",Dầu  2.5 L,Số tay,https://bonbanh.com/xe-toyota-fortuner-2.5g-2014-5625947
Honda City G 1.5 AT,2021,445 Triệu,Lắp ráp trong nước,Sedan,"59,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-honda-city-g-1.5-at-2021-5573506
Ford Ranger Wildtrak 3.2L 4x4 AT,2017,543 Triệu,Nhập khẩu,Bán tải / Pickup,"81,000 Km",Dầu  3.2 L,Số tự động,https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2017-5573098
Mercedes Benz C class C200 Avantgarde Plus,2022,1 Tỷ 639 Triệu,Lắp ráp trong nước,Sedan,"10,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-plus-2022-5533429
Lexus LX 570,2020,7 Tỷ 200 Triệu,Nhập khẩu,SUV,0 Km,Xăng  5.7 L,Số tự động,https://bonbanh.com/xe-lexus-lx-570-2020-5538557
Mercedes Benz GLS 450 4Matic,2021,4 Tỷ 400 Triệu,Nhập khẩu,SUV,"13,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2021-5607421
Hyundai i10 Grand 1.0 AT,2015,275 Triệu,Nhập khẩu,Hatchback,11 Km,Xăng  1.0 L,Số tự động,https://bonbanh.com/xe-hyundai-i10-grand-1.0-at-2015-5568673
Mazda 6 2.0L Premium,2018,550 Triệu,Lắp ráp trong nước,Sedan,"90,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mazda-6-2.0l-premium-2018-5617095
Mercedes Benz GLA class GLA 45 AMG 4Matic,2015,699 Triệu,Nhập khẩu,SUV,"70,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-gla_class-gla-45-amg-4matic-2015-5571875
Mercedes Benz V class V250 Avantgarde,2016,960 Triệu,Nhập khẩu,Van/Minivan,"90,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-v_class-v250-avantgarde-2016-5603414
Toyota Rush 1.5S AT,2021,555 Triệu,Nhập khẩu,SUV,"34,500 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-rush-1.5s-at-2021-5639315
Hyundai SantaFe 2.2L HTRAC,2020,868 Triệu,Lắp ráp trong nước,SUV,"75,000 Km",Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-hyundai-santafe-2.2l-htrac-2020-5560466
Toyota Camry 2.0E,2018,660 Triệu,Lắp ráp trong nước,Sedan,"60,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-toyota-camry-2.0e-2018-5628921
Peugeot 5008 1.6 AT,2019,699 Triệu,Lắp ráp trong nước,SUV,"62,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-peugeot-5008-1.6-at-2019-5592103
Kia Seltos Premium 1.4 AT,2020,605 Triệu,Lắp ráp trong nước,Crossover,"58,000 Km",Xăng  1.4 L,Số tự động,https://bonbanh.com/xe-kia-seltos-premium-1.4-at-2020-5567047
Ford Mondeo 2.3 AT,2012,295 Triệu,Lắp ráp trong nước,Sedan,"90,000 Km",Xăng  2.3 L,Số tự động,https://bonbanh.com/xe-ford-mondeo-2.3-at-2012-4968494
Mercedes Benz E class E300 AMG,2016,1 Tỷ 120 Triệu,Nhập khẩu,Sedan,"60,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2016-5587281
Lexus RX 350,2018,2 Tỷ 750 Triệu,Nhập khẩu,SUV,"50,000 Km",Xăng  3.5 L,Số tự động,https://bonbanh.com/xe-lexus-rx-350-2018-4462451
Kia Cerato 2.0 AT Premium,2020,539 Triệu,Lắp ráp trong nước,Sedan,"31,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-kia-cerato-2.0-at-premium-2020-5619080
Mazda 3 1.5 AT,2018,468 Triệu,Lắp ráp trong nước,Hatchback,"69,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mazda-3-1.5-at-2018-5616080
VinFast Lux SA 2.0 2.0 AT,2019,658 Triệu,Lắp ráp trong nước,SUV,"73,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-vinfast-lux_sa_2.0-2.0-at-2019-5609441
Ford Territory Titanium 1.5 AT,2022,845 Triệu,Lắp ráp trong nước,SUV,"12,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-ford-territory-titanium-1.5-at-2022-5626109
Toyota Vios 1.5E,2017,280 Triệu,Lắp ráp trong nước,Sedan,"100,000 Km",Xăng  1.5 L,Số tay,https://bonbanh.com/xe-toyota-vios-1.5e-2017-5534410
Kia K3 1.6 AT,2013,340 Triệu,Lắp ráp trong nước,Sedan,"68,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-kia-k3-1.6-at-2013-5619033
Ford Transit SVP,2017,465 Triệu,Lắp ráp trong nước,Van/Minivan,"150,000 Km",Dầu  2.4 L,Số tay,https://bonbanh.com/xe-ford-transit-svp-2017-5624551
Kia Sorento GATH 2.4L 2WD,2014,448 Triệu,Lắp ráp trong nước,SUV,"136,000 Km",Xăng  2.4 L,Số tự động,https://bonbanh.com/xe-kia-sorento-gath-2.4l-2wd-2014-5563307
Toyota Venza 2.7,2009,435 Triệu,Nhập khẩu,Crossover,"212,800 Km",Xăng  2.7 L,Số tự động,https://bonbanh.com/xe-toyota-venza-2.7-2009-5564269
Toyota Vios 1.5G,2020,465 Triệu,Lắp ráp trong nước,Sedan,"79,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-vios-1.5g-2020-5488834
VinFast Fadil Tiêu chuẩn 1.4 AT,2022,345 Triệu,Lắp ráp trong nước,Hatchback,"17,000 Km",Xăng  1.4 L,Số tự động,https://bonbanh.com/xe-vinfast-fadil-tieu-chuan-1.4-at-2022-5565954
Hyundai Avante 1.6 MT,2012,245 Triệu,Lắp ráp trong nước,Sedan,"120,000 Km",Xăng  1.6 L,Số tay,https://bonbanh.com/xe-hyundai-avante-1.6-mt-2012-5551751
Ford Everest Titanium 2.0L 4x4 AT,2021,1 Tỷ 20 Triệu,Nhập khẩu,SUV,"50,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x4-at-2021-5551799
Honda CRV L,2019,815 Triệu,Nhập khẩu,SUV,"22,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-honda-crv-l-2019-5631460
Kia Morning,X,"Line 
						2022",Lắp ráp trong nước,Hatchback,"8,000 Km",Xăng  1.25 L,Số tự động,https://bonbanh.com/xe-kia-morning-x-line-2022-5626901
Audi TT S 2.0 AT,2008,589 Triệu,Nhập khẩu,Coupe,"91,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-audi-tt-s-2.0-at-2008-5370462
VinFast Fadil 1.4 AT,2021,328 Triệu,Lắp ráp trong nước,Hatchback,"50,000 Km",Xăng  1.4 L,Số tự động,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2021-5630307
Hyundai Kona 2.0 ATH,2019,550 Triệu,Lắp ráp trong nước,Crossover,"8,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-hyundai-kona-2.0-ath-2019-5630062
Kia Morning Van 1.0 AT,2015,195 Triệu,Nhập khẩu,Van/Minivan,"80,000 Km",Xăng  1.0 L,Số tự động,https://bonbanh.com/xe-kia-morning-van-1.0-at-2015-5627143
Mazda CX9 3.7 AT AWD,2011,368 Triệu,Nhập khẩu,SUV,"86,000 Km",Xăng  3.7 L,Số tự động,https://bonbanh.com/xe-mazda-cx9-3.7-at-awd-2011-5482660
Mitsubishi Xpander 1.5 AT,2020,525 Triệu,Nhập khẩu,SUV,65 Km,Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2020-5537957
Mazda CX5 2.5 Signature Premium AWD,I,"Activ 
						2020",Lắp ráp trong nước,SUV,"32,000 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.5-signature-premium-awd-i-activ-2020-5591063
Toyota Camry 2.0E,2011,396 Triệu,Nhập khẩu,Sedan,"120,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-toyota-camry-2.0e-2011-5498117
Mazda CX5 2.0 AT,2018,620 Triệu,Lắp ráp trong nước,SUV,"80,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.0-at-2018-5554955
Mercedes Benz GLC 300 4Matic,2020,1 Tỷ 759 Triệu,Lắp ráp trong nước,SUV,"48,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2020-5376794
Mercedes Benz S class S400L,2014,1 Tỷ 290 Triệu,Lắp ráp trong nước,Sedan,"100,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2014-5297618
Mercedes Benz GLS 450 4Matic,2023,4 Tỷ 799 Triệu,Nhập khẩu,SUV,"5,500 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2023-5393913
